# text	codes
Biu	bb
来信	lxxm
来函	lxho
来到	lxda
来劲	lxjm
来势汹汹	luxx / lxunxqxq
来历	lxln
来历不明	llbm / lxlnbjml
来去	lxqj
来去匆匆	lqcc / lxqjcqcq
来去如风	lqrf / lxqjrjfi
来去无踪	lqwz / lxqjwjzq
来去自由	lqzy / lxqjznyt
来吗	lxmy
来吧	lxby
来啦	lxly
来回	lxhk
来处不易	lvby / lxvjbjyn
来头	lxtt
来头不小	ltbx / lxttbjxr
来客	lxke
来宾	lxbm
来年	lxnc
来往	lxws
来得	lxde
来得及	ldjn / lxdejn
来得容易去得快	ldrk / lxderqynqjdekl
来日	lxrn
来日方长	lrfv / lxrnfsvs
来来去去	llqq / lxlxqjqj
来来回回	llhh / lxlxhkhk
来此	lxcn
来源	lxyh
来源于	lyyj / lxyhyj
来潮	lxva
来犯	lxfo
来玩	lxwo
来生	lxui
来由	lxyt
来电	lxdc
来看	lxko
来着	lxie
来稿	lxga
来者不善	libu / lxiebjuo
来者不拒	libj / lxiebjjj
来者可追	liki / lxiekeik
来而不往非礼也	laby' / lxahbjwsfplnye
来自	lxzn
来袭	lxxn
来讲	lxjg
来访	lxfs
来说	lxuu
来路	lxlj
来踪去迹	lzqj / lxzqqjjn
来过	lxgu
来龙去脉	llqm' / lxlqqjmx
杧	ms#15
杨	ysx / ys#6
杨柳	yslb
杨梅	ysmp
杩	my#13
杪	mrs / mr#14
杭	hs, / hso
杭州	hsit
杯	bpe / bp#8
杯子	bpzn'
杯弓蛇影	bguy / bpgqueyl
杯水车薪	buvx / bpukvexm
杯盖	bpgx
杯盘狼藉	bplj' / bppolsjn
杯酒释兵权	bjuq / bpjbunblqh
杰	jvz / jv#11
杰作	jvzu
杲	gab / ga#14
杳	yay / ya#21
杳无音信	ywyx / yawjymxm
杵	vjt / vj#21
杷	pys / py#10
杻	nbp / vtp' / nb#9 / vt#18
杼	ijc' / ij#32
松	sq' / sqa
松了一口气	slyq / sqleynktqn
松了口气	slkq / sqlektqn
松动	sqdq
松口	sqkt
松口气	skqn / sqktqn
松子	sqzn
松开	sqkx
松弛	sqvn
松懈	sqxv
松手	squt
松散	sqso
松木	sqmj
松松	sqsq
松松垮垮	sskk / sqsqkwkw
松林	sqlm
松柏	sqbx
松树	squj
松涛	sqta
松紧	sqjm'
松绑	sqbs
松脆	sqck
松脱	sqtu
松花江	shjg / sqhwjg
松茸	sqrq
松软	sqrh
松香	sqxg
松鼠	squj'
板	bol / bo#6
板上钉钉	budd / bousdldl
板凳	bodi
板报	boba
板材	bocx
板鸭	boyy
极	jns / jn#12
极为	jnwp
极为重要	jwiy / jnwpiqya
极其	jnqn
极品	jnpm
极大	jndy
极少	jnua
极强	jnqg
极有可能	jykn / jnytkeni
极端	jndh
极致	jnin,
极限	jnxc
极高	jnga
构	gt / gtj
构图	gttj
构建	gtjc
构思	gtsn
构想	gtxg
构成	gtvi
构架	gtjw
构筑	gtij
构词	gtcn
构造	gtza
构陷	gtxc
枅	jn#120
枇	pno' / pn#26
枉	wsx / ws#10
枉然	wsro
枉费心机	wfxj / wsfpxmjn
枋	fsw / fs#14
枍	ynel / yn#112
析	xns / xn#11
枕	izw / iz#12
枕头	iztt
枕套	izta
枕戈待旦	igdd / izgedxdo
林	lm / lmx
林业	lmye
林园	lmyh
林地	lmdn
林场	lmvs
林子	lmzn
林学	lmxf
林木	lmmj
林林总总	llzz / lmlmzqzq
林林种种	llii / lmlmiqiq
林立	lmln
林芝	lmin
林荫	lmym
枘	rkf / rk#8
枚	mpz / mp#9
枚举	mpjj'
果	gu, / guz
果不其然	gbqr / gubjqnro
果仁	gurz
果决	gujf
果冻	gudq
果品	gupm
果园	guyh
果子	guzn
果实	guun'
果实累累	gull / guunlplp
果敢	gugo
果断	gudh
果树	guuj
果汁	guin
果然	guro
果然不出所料	grbl / gurobjvjsulr
果皮	gupn
果盘	gupo
果真	guiz
果真如此	girc / guizrjcn
果糖	guts
果肉	gurt
果脯	gufj
果酒	gujb
果酸	gush
枝	ink' / in#23
枝丫	inyy'
枝繁叶茂	ifym / infoyema
枞	cqe / cq#8 / zqe' / zq#14
枢	uji / uj#19
枢纽	ujnb
枣	zal / za#12
枣子	zazn
枣红	zahq
枥	lnl, / ln#56
枧	jcb, / jc#63
枨	viw' / vi#20
枪	qg' / qgy
枪决	qgjf
枪击	qgjn
枪口	qgkt
枪打出头鸟	qdvn / qgdyvjttnr
枪托	qgtu
枪支弹药	qidy / qgindoya
枪杀	qguy
枪杆	qggo
枪林弹雨	qldy / qglmdoyj
枪栓	qguh
枪械	qgxv
枪毙	qgbn'
枪法	qgfy
枪炮	qgpa
枪炮齐鸣	qpqm / qgpaqnml
枪管	qggh
枪膛	qgts
枫	fic / fi#14
枫叶	fiye
枫树	fiuj
枭	xry' / xr#22
枭雄	xrxq
枯	kjb / kj#6
枯井	kjjl
枯叶	kjye
枯寂	kjjn
枯木	kjmj
枯木死灰	kmsh / kjmjsnhk
枯木逢春	kmfv / kjmjfivd
枯枝	kjin
枯枝败叶	kiby / kjinbxye
枯槁	kjga
枯燥	kjza
枯瘦	kjut
枯竭	kjjv
枯草	kjca
枯萎	kjwp
枯骨	kjgj
枯鱼之肆	kyis / kjyjinsn
枯黄	kjhg
枰	plr / pl#11
枲	xnu. / xn#90
枳	inw, / in#57
枵	xro' / xr#26
架	jwj / jw#5
架子	jwzn
架子鼓	jzgj / jwzngj
架构	jwgt
架桥	jwqr
架空	jwkq
枷	jwb / jw#17
枷锁	jwsu
枸	gtz / gt#12 / jjz. / jj#63
枸杞	gtqn
枹	baj' / ba#27
柁	tuw' / tu#21
柃	llj' / ll#28
柄	blq / bl#5
柈	bot / bo#23
柊	iqt / iq#17
柏	bxb / bx#6
柏拉图	bltj / bxlytj
柏林	bxlm
柏油	bxyt
某	mt / mto
某一方面	myfm / mtynfsmc
某个	mtge
某些	mtxv
某些人	mxrz / mtxvrz
某人	mtrz
某件	mtjc
某位	mtwp
某地	mtdn
某处	mtvj
某天	mttc
某女	mtnk
某家	mtjw
某年	mtnc
某年某月	mnmy' / mtncmtyf
某年某月某日	mnmr / mtncmtyfmtrn
某日	mtrn
某月	mtyf
某月某日	mymr / mtyfmtrn
某某	mtmt
某某某	mmmt / mtmtmt
某次	mtcn
某男	mtno
某种	mtiq
某部	mtbj
柑	gog / go#13
柑橘	gojj
柒	qne. / qn#67
染	ro' / roa
染上	rous
染发	rofy
染指	roin
染毒	rodj
染病	robl
染红	rohq
染缸	rogs
染色	rose
染色体	rstn / rosetn
柔	rt' / rty
柔中带刚	ridg / rtiqdxgs
柔和	rthe
柔嫩	rtnz
柔弱	rtru
柔弱无骨	rrwg / rtruwjgj
柔心弱骨	rxrg / rtxmrugj
柔性	rtxl
柔情	rtql
柔情似水	rqsu / rtqlsnuk
柔情蜜意	rqmy' / rtqlmnyn
柔滑	rthw
柔美	rtmp
柔肠	rtvs
柔软	rtrh
柔道	rtda
柔韧	rtrz
柔韧性	rrxl / rtrzxl
柔顺	rtud
柖	ua#21
柘	iep / ie#17
柙	xwf / xw#20
柚	ytk' / yt#25
柚子	ytzn'
柜	gkf / gk#7 / jjf. / jj#62
柜台	gktx
柜员	gkyh
柜子	gkzn
柜面	gkmc
柝	tuf' / tu#20
柞	iyj / zuj / iy#17 / zu#13
柠	nlo / nl#6
柠檬	nlmi
柢	dnj' / dn#29
查	vy / vyl / iyl, / iy#31
查一下	vyxw' / vyynxw
查下	vyxw
查了查	vlvy / vylevy
查出	vyvj
查办	vybo
查实	vyun
查封	vyfi
查岗	vygs
查找	vyia
查抄	vyva
查收	vyut
查无实据	vwuj / vywjunjj
查无此人	vwcr / vywjcnrz
查明	vyml
查明真相	vmix / vymlizxg
查杀	vyuy
查查	vyvy
查核	vyhe
查毒	vydj
查漏补缺	vlbq / vyltbjqf
查看	vyko
查票	vypr
查考	vyka
查获	vyhu
查表	vybr
查证	vyii
查询	vyxd
查账	vyis
查过	vygu
查问	vywz
查阅	vyyf
查验	vyyo
柩	jbk' / jb#21
柬	jcr' / jc#33
柬埔寨	jpix / jcpjix
柯	kem / ke#8
柰	nxr / nx#9
柱	ijk / ij#14
柱状	ijig
柳	lby / lb#5
柳叶	lbye
柳州	lbit
柳暗花明	lahm / lbarhwml
柳暗花明又一村	lahc / lbarhwmlytyncd
柳树	lbuj
柳絮	lbxj
柳腰	lbya
柴	vx / vxz
柴刀	vxda
柴油	vxyt
柴火	vxhu
柴米油盐	vmyy' / vxmnytyo
柴米油盐酱醋茶	vmyv / vxmnytyojgcjvy
柴草	vxca
柷	ijf, / ij#50
柽	vif' / vi#21
柿	una, / un#47
栀	inb, / in#62
栀子花	izhw' / inznhw
栅	iyz / iy#6 / uoz, / uo#39
栅栏	iylo
标	br' / brp
标价	brjw
标兵	brbl
标准	brid
标准化	bihw / bridhw
标出	brvj
标号	brha
标尺	brvn
标志	brin
标志性	bixl / brinxl
标志着	biie' / brinie
标新立异	bxly' / brxmlnyn
标有	bryt
标本	brbz
标杆	brgo
标杆杆	bggo / brgogo
标枪	brqg
标榜	brbs
标注	brij
标点	brdc
标牌	brpx
标签	brqc
标记	brjn
标语	bryj
标配	brpp
标间	brjc
标靶	brby
标题	brtn
栈	ioe / io#14
栈桥	ioqr
栈道	ioda
栉	ins, / in#55
栊	lqp / lq#15
栋	dqm / dq#8
栋梁	dqlg
栋梁之材	dlic / dqlgincx
栌	ljp' / lj#37
栎	lne, / ln#44 / yfe' / yf#20
栏	loe / lo#6
栏杆	logo
栏目	lomj
栐	yq#31
树	ujr / uj#6
树丛	ujcq
树倒猢狲散	udhs / ujdahjsdso
树叶	ujye
树大招风	udif / ujdyiafi
树大根深	udgu / ujdygzuz
树干	ujgo
树木	ujmj'
树杈	ujvy
树林	ujlm
树根	ujgz
树梢	ujua
树欲静而风不止	uyji / ujyjjlahfibjin
树皮	ujpn
树碑立传	ubli / ujbplnih
树立	ujln
树苗	ujmr
树链剖分	ulpf / ujlcptfz
树阴	ujym
栒	xdz' / xd#32
栓	uh / uhi
栖	qnq' / qn#27
栖息	qnxn'
栗	lni' / ln#22
栝	gwz / gw#12
栟	bzu / bz#10
校	xri / xr#5 / jri. / jr#53
校内	xrnp
校准	jrid
校勘	jrko
校友	xryt
校园	xryh
校外	xrwx
校对	jrdk
校尉	jrwp'
校庆	xrql
校服	xrfj
校舍	xrue
校订	jrdl
校长	xris
校门	xrmz
校阅	jryf
校验	jryo
栩	xji / xj#20
栩栩如生	xxru / xjxjrjui
株	ijt / ij#17
株洲	ijit
株连	ijlc
株连九族	iljz / ijlcjbzj
栲	kab / ka#8
栳	lak / la#15
栴	iow' / io#25
样	ys / yso
样品	yspm
样子	yszn
样式	ysun
样本	ysbz
样板	ysbo
样样	ysys
样样精通	yyjt / ysysjltq
样片	yspc
核	hel / he#5
核准	heid
核定	hedl
核对	hedk
核弹	hedo
核心	hexm
核批	hepn
核桃	heta
核武器	hwqn' / hewjqn
核算	hesh
核能	heni
核销	hexr
根	gz / gzx
根号	gzha
根基	gzjn
根子	gzzn
根底	gzdn
根据	gzjj
根据地	gjdn / gzjjdn
根本	gzbz
根本原因	gbyy' / gzbzyhym
根正苗红	gimh / gziimrhq
根治	gzin
根深叶茂	guym, / gzuzyema
根深蒂固	gudg / gzuzdngj
根源	gzyh
根由	gzyt
根目录	gmlj / gzmjlj
根绝	gzjf
根苗	gzmr
根茎	gzjl
根部	gzbj
根除	gzvj
根雕	gzdr
根骨	gzgj
栻	uny. / un#68
格	ge, / ges
格外	gewx
格局	gejj
格式	geun
格斗	gedt
格杀勿论	guwl / geuywjld
格林威治	glwi / gelmwpin
格林纳达	glnd / gelmnydy
格格不入	ggbr' / gegebjrj
格物致知	gwii / gewjinin
格言	geyo
格调	gedr
格鲁吉亚	gljy / geljjnyy
栽	zxf / zx#7
栽倒	zxda
栽培	zxpp
栽花	zxhw
栽赃	zxzs
栽赃陷害	zzxh / zxzsxchx
栽跟头	zgtt / zxgztt
栾	lhp / lh#8
桀	jvo' / jv#29
桀骜不驯	jabx / jvaubjxd
桁	hil / hi#7
桂	gkv / gk#6
桂冠	gkgh
桂圆	gkyh'
桂林	gklm
桂皮	gkpn
桂花	gkhw'
桂鱼	gkyj
桃	taz / ta#5
桃仁	tarz
桃园	tayh
桃园结义	tyjy / tayhjvyn
桃子	tazn
桃李满天下	tlmx / talnmotcxw
桃树	tauj
桃红	tahq
桃红柳绿	thll / tahqlblk
桃色	tase
桃花	tahw
桃花运	thyd / tahwyd
桄	gga / gg#7
桅	wpo' / wp#33
桅杆	wpgo
框	kg. / kgi
框架	kgjw
框框	kgkg
案	ar' / ary
案例	arln'
案卷	arjh
案发	arfy
案头	artt
案子	arzn
案情	arql
案板	arbo
案犯	arfo
桉	arw / ar#15
桊	jh#17
桌	iu / iuw
桌上	iuus
桌前	iuqc
桌子	iuzn
桌布	iubj
桌椅	iuyn
桌椅板凳	iybd / iuynbodi
桌球	iuqb
桌面	iumc
桎	inl, / in#56
桎梏	ingj
桐	tqv / tq#9
桑	ss' / sse
桑叶	ssye
桑拿	ssny
桑树	ssuj
桑田	sstc
桑葚	ssuz
桑蚕	ssco
桓	hha / hh#8
桔	jvq' / jv#22
桔梗	jvgi
桕	jb#27
桠	yyf' / yy#20
桡	raz / ra#5
桢	izb / iz#18
档	ds. / dsp
档期	dsqn
档案	dsar
档次	dscn
桤	qnu, / qn#64
桥	qr' / qrp
桥墩	qrdd
桥头	qrtt
桥式	qrun
桥接	qrjv
桥架	qrjw
桥梁	qrlg
桥段	qrdh
桥洞	qrdq
桥牌	qrpx
桦	hwp / hw#10
桧	gkn / gk#17 / hkn, / hk#45
桨	jgr / jg#12
桩	igj / ig#6
桫	su#18
桯	tlp' / tl#21
桲	puq / pu#18
桴	fjq. / fj#70
桶	tqw / tq#8
桷	jfy' / jf#21
桹	lsg / ls#18
梁	lgi / lg#7
梁上君子	lujz / lgusjdzn
梁山	lguo
梁祝	lgij
梃	tln / tl#16
梅	mp. / mpr
梅开二度	mkad / mpkxahdj
梅毒	mpdj
梅花	mphw'
梅花香自苦寒来	mhxl / mphwxgznkjholx
梅花鹿	mhlj / mphwlj
梅雨	mpyj
梆	bsv / bs#12
梌	tjy / tj#19
梏	gjt / gj#21
梓	zns / zn#14
梗	gi. / gim
梗塞	gisx
梗死	gisn
梠	lkw' / lk#20
梢	uav / ua#6
梣	qmx' / vzx' / qm#23 / vz#21
梦	mi / mil
梦一场	myvs' / miynvs
梦中	miiq
梦中情人	miqr / miiqqlrz
梦乡	mixg'
梦到	mida
梦呓	miyn
梦回	mihk
梦境	mijl
梦寐以求	mmyq' / mimpynqb
梦幻	mihh
梦想	mixg
梦想成真	mxvi / mixgviiz
梦游	miyt
梦见	mijc
梦话	mihw
梦里	miln
梦魇	miyo
梧	wja' / wj#29
梧桐	wjtq
梨	lny' / ln#24
梨园	lnyh
梨花	lnhw
梨花带雨	lhdy / lnhwdxyj
梭	suv / su#5
梭子	suzn
梯	tnk / tn#5
梯子	tnzn
梯度	tndj
梯田	tntc
梯队	tndk
械	xvp / xv#9
械斗	xvdt
梳	ujz' / uj#21
梳头	ujtt
梳妆	ujig
梳理	ujln'
梴	vog' / vo#31
梵	fok / fo#15
梵蒂冈	fdgs / fodngs
梵高	foga
梼	tai / ta#21
梼杌	tawj
梽	in#93
梾	lxc / lx#14
梿	lco' / lc#24
检	jce / jc#6
检修	jcxb
检察	jcvy'
检察机关	jvjg / jcvyjngh
检录	jclj
检查	jcvy
检测	jcce
检点	jcdc
检票	jcpr
检索	jcsu
检讨	jcta
检验	jcyo
棁	iug' / iu#21
棂	llb / ll#21
棉	mc, / mcx
棉球	mcqb
棉絮	mcxj
棉纺	mcfs
棉线	mcxc
棉花	mchw
棉袄	mcau
棉袍	mcpa
棉被	mcbp
棉裤	mckj
棉鞋	mcxv
棉麻	mcmy
棋	qnu / qn#20
棋手	qnut
棋谱	qnpj
棋赛	qnsx
棋逢对手	qfdu / qnfidkut
棋高一着	qgyi / qngayniu
棍	gd' / gdp
棍子	gdzn
棍棒	gdbs
棐	fpe' / fp#31
棒	bs. / bsy
棒喝	bshe
棒子	bszn
棒打	bsdy
棒极	bsjn
棒棒糖	bbts / bsbsts
棒槌	bsvk
棒球	bsqb
棓	bpv' / bp#27
棕	zqw / zq#6
棕榈	zqlk
棕熊	zqxq
棕色	zqse
棘	jny, / jn#49
棘手	jnut
棚	piv / pi#8
棠	tsk / ts#9
棣	dne' / dn#23
棤	cu#16
棨	qnl. / qn#77
棪	yov. / yo#70
棫	yjzv / yj#94
棬	qho' / qh#23
森	sz / szq
森严	szyo
森严壁垒	sybl / szyobnlp
森林	szlm
森森	szsz
森罗万象	slwx / szluwoxg
棰	vkf / vk#8
棱	li, / lim
棱角	lijr
棱角分明	ljfm / lijrfzml
棵	kec / ke#11
棹	iaq / ia#14
棺	ghu / gh#11
棺材	ghcx'
棻	fzj' / fz#22
棼	fzb / fz#18
棽	uzj, / vzj' / uz#30 / vz#22
椀	wob' / wo#30
椁	gua / gu#12
椅	yny' / yn#26
椅子	ynzn
椆	vtg / vt#19
椋	lgl / lg#13
植	inq' / in#21
植入	inrj
植树造林	iuzl / inujzalm
植物	inwj'
植物人	iwrz' / inwjrz
植物纤维	iwxw' / inwjxcwp
椎	ik, / ikm
椐	jjb, / jj#48
椑	bpo' / pno, / bp#28 / pn#42
椒	jrp' / jr#23
椓	iuw' / iu#22
椟	djz' / dj#24
椠	qcb' / qc#41
椤	luj / lu#15
椪	pif' / pi#22
椭	tuv / tu#8
椭圆	tuyh
椭圆形	tyxl' / tuyhxl
椰	yeo / ye#15
椰蓉	yerq
椴	dho / dh#7
椸	yn#130
椹	uze' / uz#27
椽	vhy / vh#7
椿	vda / vd#7
楂	iya / iy#16
楒	sn#38
楔	xvk' / xv#23
楗	jcy. / jc#66
楙	mab' / ma#31
楚	vjq / vj#5
楚楚动人	vvdr / vjvjdqrz
楚楚可怜	vvkl / vjvjkelc
楚河汉界	vhhj' / vjhehojv
楚界汉河	vjhh / vjjvhohe
楝	lcb / lc#22
楞	li. / lig
楠	noe / no#5
楣	mpr' / mp#19
楦	xht / xh#20
楩	pcx / pc#9
楪	dvc / dv#18
楫	jng. / jn#81
楮	vjb' / vj#27
楯	udo / ud#5
楷	kxv / kx#5 / jvv / jv#49
楷书	kxuj
楷体	kxtn
楷模	kxmu
楸	qbr / qb#16
楹	ylr' / yl#31
楼	lt / lti
楼上	ltus
楼下	ltxw
楼主	ltij
楼价	ltjw
楼台	lttx
楼堂馆所	ltgs / lttsghsu
楼层	ltci
楼市	ltun
楼房	ltfs
楼梯	lttn
楼盘	ltpo
楼道	ltda
楼阁	ltge
楼顶	ltdl
概	gx, / gxz
概不负责	gbfz / gxbjfjze
概况	gxkg
概念	gxnc
概括	gxku
概率	gxlk
概略	gxlf
概莫能外	gmnw / gxmuniwx
概要	gxya
概览	gxlo
概论	gxld
概述	gxuj
榃	tob' / to#29
榄	lop / lo#15
榅	wzk' / wz#20
榆	yji' / yj#43
榆木疙瘩	ymgd' / yjmjgedy
榆木脑袋	ymnd / yjmjnadx
榇	vzc / vz#18
榈	lka / lk#15
榉	jjg' / jj#31
榍	xv#44
榑	fjn. / fj#85
榔	lsp / ls#8
榔头	lstt
榕	rqs / rq#12
榕树	rquj
榖	gjn' / gj#40
榛	izq' / iz#25
榜	bsj / bs#7
榜上	bsus
榜上无名	buwm / bsuswjml
榜上有名	buym, / bsusytml
榜单	bsdo
榜样	bsys
榜眼	bsyo
榧	fpc' / fp#24
榨	iys / iy#12
榨取	iyqj
榨干	iygo
榨汁	iyin
榨油	iyyt
榨菜	iycx
榫	sdj / sd#7
榭	xvq' / xv#25
榰	in#94
榱	cke / ck#13
榴	lba / lb#8
榴莲	lblc'
榷	qfk / qf#8
榻	tyw / ty#8
槁	gal / ga#12
槃	pot / po#15
槊	uuf / uu#5
槌	vkq / vk#6
槎	vya / vy#15
槐	hlq / hl#5
槐树	hluj
槔	gac / ga#17
槚	jws' / jw#37
槛	kov / ko#8 / jcv. / jc#68
槜	zkb / zk#6
槟	blr / bl#12
槟榔	blls
槠	ijx' / ij#42
槭	qnk, / qn#51
槱	yte, / yt#46
槲	hja' / hj#30
槽	ca. / cae
槿	jmo' / jm#28
樊	foc / fo#16
樊笼	folq
樗	vjq' / vj#24
樘	tsb / ts#20
樟	isc / is#16
樟脑	isna
模	mu / mur
模仿	mufs'
模具	mujj
模块	mukl
模型	muxl
模式	muun
模拟	munn
模板	mubo
模样	muys
模棱两可	mllk' / mulilgke
模特	mute
模糊	muhj
模糊不清	mhbq / muhjbjql
模糊音	mhym / muhjym
模范	mufo
樨	xne. / xn#67
横	hi / hiz
横七竖八	hqub / hiqnujby
横亘	higz
横冲直撞	hvii / hivqinig
横冲直闯	hviv / hivqinvg
横刀夺爱	hdda' / hidaduan
横刀立马	hdlm / hidalnmy
横切	hiqv
横加干涉	hjgu / hijwgoue
横加指责	hjiz / hijwinze
横卧	hiwu
横向	hixg
横在	hizx
横幅	hifj
横征暴敛	hibl / hiiibalc
横扫	hisa
横扫千军	hsqj / hisaqcjd
横批	hipn
横挑鼻子竖挑眼	htby' / hitrbnznujtryo
横排	hipx
横杆	higo
横杠	higs
横条	hitr
横死	hisn
横渡	hidj
横溢	hiyn
横生枝节	huij' / hiuiinjv
横盘	hipo
横眉	himp
横眉冷对千夫指	hmli / himplidkqcfjin
横眉怒目	hmnm / himpnjmj
横眉竖眼	hmuy / himpujyo
横着	hiie
横祸	hihu
横空出世	hkvu / hikqvjun
横穿	hivh
横竖	hiuj
横竖撇点折	hupi / hiujpvdcie
横线	hixc
横肉	hirt
横蛮	himo
横蛮无理	hmwl / himowjln
横行天下	hxtx / hixltcxw
横行无忌	hxwj / hixlwjjn
横行霸道	hxbd / hixlbyda
横财	hicx
横贯	high
横越	hiyf
横跨	hikw
横遭	hiza
横陈	hivz
樯	qgz / qg#13
樱	ylm / yl#15
樱桃	ylta
樱花	ylhw
樵	qrs / qr#13
樵夫	qrfj
樽	zd, / zdi
樾	yfq / yf#10
橄	gor / go#11
橄榄	golo
橄榄枝	glin / goloin
橇	qrg / qr#16
橐	tuo / tu#12
橑	lre' / lr#24
橘	jjz' / jj#22
橘黄	jjhg
橙	vij / vi#15
橙子	vizn
橙红	vihq
橙色	vise
橙黄	vihg
橛	jfn / jf#18
橞	hkb, / hk#42
橡	xgu / xg#19
橡皮	xgpn
橡皮擦	xpcy / xgpncy
橡皮泥	xpnn / xgpnnn
橡胶	xgjr'
橥	ijt' / ij#40
橦	tqa' / tq#25
橱	vjr / vj#12
橱柜	vjgk'
橱窗	vjvg
橹	ljm' / lj#26
橼	yhw' / yh#32
檀	toc / to#17
檀木	tomj
檀香	toxg
檄	xnk, / xn#50
檎	qmu / qm#19
檐	yog' / yo#27
檑	lp#21
檗	bue' / bu#29
檞	jvx, / jv#46
檠	qlf / ql#17
檩	lmx' / lm#22
檫	vyl' / vy#20
檬	mif / mi#9
櫆	kkn' / kk#30
欂	bu#42
欠	qce / qc#10
欠一屁股债	qypi / qcynpngjix
欠了一屁股债	qlyi / qcleynpngjix
欠佳	qcjw
欠债	qcix
欠债还钱	qihq / qcixhxqc
欠妥	qctu
欠揍	qczt'
欠条	qctr
欠款	qckh
欠缺	qcqf
欠费	qcfp
次	c, / cn' / cne
次女	cnnk
次年	cnnc
次序	cnxj
次数	cnuj
次方	cnfs
次日	cnrn
次生灾害	cuzh / cnuizxhx
次码	cnmy
次要	cnya
次选	cnxh
欢	hh' / hhx
欢乐	hhle'
欢呼	hhhj
欢呼雀跃	hhqy / hhhjqfyf
欢喜	hhxn
欢声笑语	huxy / hhuixryj
欢声雷动	huld' / hhuilpdq
欢天喜地	htxd / hhtcxndn
欢庆	hhql
欢度	hhdj
欢心	hhxm
欢快	hhkl
欢愉	hhyj
欢欣雀跃	hxqy / hhxmqfyf
欢欣鼓舞	hxgw / hhxmgjwj
欢歌笑语	hgxy / hhgexryj
欢畅	hhvs
欢笑	hhxr
欢聚	hhjj
欢聚一堂	hjyt' / hhjjynts
欢腾	hhti
欢跳	hhtr
欢迎	hhyl
欢送	hhsq
欢颜	hhyo
欣	xmy / xm#5
欣喜若狂	xxrk / xmxnrukg
欣慰	xmwp
欣欣向荣	xxxr / xmxmxgrq
欣然	xmro
欣赏	xmus
欤	yjf, / yj#50
欧	o / oj' / ojw
欧亚	ojyy
欧佩克	opke / ojppke
欧元	ojyh
欧共体	ogtn / ojgqtn
欧几里得	ojld / ojjnlnde
欧姆	ojmj
欧式	ojun
欧拉	ojly
欧洲	ojit
欧盟	ojmi
欧美	ojmp
欧阳	ojys
欲	yjq / yj#13
欲仙欲死	yxys' / yjxcyjsn
欲加之罪	yjiz' / yjjwinzk
欲哭无泪	ykwl / yjkjwjlp
欲壑难填	yhnt / yjhenotc
欲念	yjnc
欲拒还迎	yjhy / yjjjhxyl
欲擒故纵	yqgz / yjqmgjzq
欲望	yjws
欲求	yjqb
欲求不满	yqbm / yjqbbjmo
欲火	yjhu
欲火焚身	yhfu / yjhufzuz
欲盖弥彰	ygmi' / yjgxmnis
欲穷千里目	yqqm / yjqqqclnmj
欲罢不能	ybbn / yjbybjni
欲言又止	yyyi / yjyoytin
欲语还休	yyhx / yjyjhxxb
欲速则不达	yszd / yjsjzebjdy
欸	ans' / ees' / an#23 / ee#30
欹	qnb, / qn#62
欺	qnw / qn#16
欺上瞒下	qumx / qnusmoxw
欺上罔下	quwx / qnuswsxw
欺世盗名	qudm / qnundaml
欺人太甚	qrtu / qnrztxuz
欺凌	qnll
欺压	qnyy'
欺君之罪	qjiz / qnjdinzk
欺君罔上	qjwu / qnjdwsus
欺善怕恶	qupe / qnuopyee
欺行霸市	qxbu / qnxlbyun
欺诈	qniy
欺负	qnfj'
欺软怕硬	qrpy / qnrhpyyl
欺辱	qnrj
欺霜赛雪	qusx / qnugsxxf
欺骗	qnpc
欺骗性	qpxl / qnpcxl
欻	vw / vwk / xjk' / xj#35
款	kh / kho
款式	khun
款款	khkh
款爷	khye
款项	khxg
款额	khee
歃	uyq / uy#18
歃血为盟	uxwm / uyxvwpmi
歅	ym#45
歆	xmv / xm#13
歇	xvz / xv#11
歇会儿	xhah / xvhkah
歇后语	xhyj / xvhtyj
歇息	xvxn
歇斯底里	xsdl / xvsndnln
歇着	xvie'
歇菜	xvcx
歉	qcr / qc#12
歉然	qcro
歌	gem / ge#6
歌以咏志	gyyi' / geynyqin
歌功颂德	ggsd / gegqsqde
歌厅	getl
歌台舞榭	gtwx / getxwjxv
歌咏	geyq
歌唱	gevs
歌唱家	gvjw / gevsjw
歌喉	geht
歌坛	geto
歌声	geui
歌女	genk
歌手	geut
歌曲	geqj
歌本	gebz
歌舞	gewj
歌舞升平	gwup / gewjuipl
歌词	gecn
歌谣	geya
歌谱	gepj
歌迷	gemn
歌颂	gesq
歙	ues' / xns, / ue#15 / xn#55
止	inw / in#14
止于唇齿	iyvv / inyjvdvn
止于至善	iyiu / inyjinuo
止咳	inke
止增笑耳	izxa / inzixrah
止损	insd
止步	inbj
止步不前	ibbq / inbjbjqc
止步于	ibyj / inbjyj
止步于此	ibyc / inbjyjcn
止疼	inti
止痒	inys
止血	inxv
止跌	indv
正	ii / iim
正中下怀	iixh / iiiqxwhl
正义	iiyn
正人君子	irjz / iirzjdzn
正传	iiih
正儿八经	iabj / iiahbyjl
正准备	iibp' / iiidbp
正则	iize
正前方	iqfs' / iiqcfs
正北	iibp
正南	iino
正厅	iitl
正反	iifo
正合我意	ihwy' / iihewuyn
正品	iipm
正因为	iywp / iiymwp
正在	iizx
正大光明	idgm / iidyggml
正好	iiha
正如	iirj
正宗	iizq
正对	iidk
正巧	iiqr
