;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxyz
Length=4
Pinyin=@
PinyinLength=4
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
s	去
yzqc	偷袭
yzqg	头绪
yzql	头屑
yzqm	头衔
yzqn	头像
yzth	偷看
yztj	投靠
yztk	偷窥
wgvw	屼
yzub	徒增烦恼
yzud	投放
wgew	𣲘
yzui	透风
yzxb	投标
yzxg	头部
yzxh	头版
yzxj	投保
yzxj	兔子不吃窝边草
yzxu	投奔
yzyz	偷偷
yzyb	头条
yzye	投胎
yzyi	头疼
yzyj	头套
yzym	头天
yzyo	头痛
yzyr	头陀
yzyt	偷听
wgrw	旿
yvsc	土耳其
yvsg	特区
yvsj	退而求其次
yvsp	特权
yvwg	特务
yvzq	铤而走险
wgek	洿
wgvt	峿
yvcd	特长
yvch	特产
yvdj	特好
yvdk	堂而皇之
yvea	特大
yveb	拖儿带女
yvec	特地
yvei	特等
yvem	特点
yvet	特定
wgwk	珷
yvfz	特有
yvfc	特意
yvfj	特邀
wgib	鹀
yvfy	特约
yvgz	特首
yvgv	特赦
yvgc	特使
yvgg	特殊
wgxt	寤
yvhw	退而结网
yvhc	特级
yvhq	特价
yvht	特警
yvik	推而广之
yvio	特工
yvjc	特此
yvk	特制
yvkc	特质
yvki	特征
yvkj	特招
yvko	特种
yvlc	特批
yvle	特派
yvme	特卖
yvnc	特例
yvov	特色
wwar	鲔
yvqb	特效
yvqg	特许
yvql	特写
wwhw	帏
yvqt	特性
wwm	闱
yvtf	特困
yvth	特刊
wwfj	霨
yvtt	特快
yvxw	听而不闻
yvxf	痛而不言
yvxl	特别
wwkm	艉
wwuw	㧑
wwgh	硙
yast	踏青
wwgb	碨
wwjz	薳
yazg	踏足
wwaj	鳚
waxi	窊
wauk	挖
wujw	芠
wieq	滃
wwii	廆
wihq	𬭩
yacf	踏春
whew	𬇕
whov	𬘫
yaet	塔顶
yafx	拓印
wwak	𬶏
wwep	𬱟
yaga	他杀
yagc	踏实
yagd	踏上
wwhv	𬭬
wwrw	𬀩
yahm	塔尖
yahx	踏进
z	在
za	咋
yakv	踏着
zat	咂
zag	砸
yalt	踏平
zatz	咱
zau	扎
zah	杂
yamu	他们
zath	匝
yapc	他日
zatk	咋
yapu	他人
yaqm	塌陷
yaqy	踏雪
zagh	砸
yato	踏空
zauk	扎
zahm	杂
zj	早
yaua	挞伐
yaud	塌方
zjzr	遭
zjz	造
yaxg	踏步
yaxh	踏板
yaxl	凸凹不平
zjm	糟
zja	枣
zjdm	燥
zjd	灶
zje	澡
ybsw	探囊取物
ybsc	挑起
ybsn	跳墙
ybst	调情
zjf	凿
ybww	调味
ybwd	眺望
ybwg	跳舞
zjt	噪
ybwu	条文
zjx	皂
ybzc	条子
zjzm	躁
ybzj	跳蚤
ybzk	挑嘴
zjj	藻
zjc	蚤
zjr	早
zjrg	早
zjzt	造
zjmr	糟
zjae	枣
ybcg	跳出
ybci	调成
zjdy	灶
zjft	凿
ybdv	调和
ybde	跳海
ybdx	天南海北
ybez	挑逗
ybec	调低
ybeg	拖泥带水
ybej	跳到
ybeo	跳动
ybex	天南地北
ybf	条约
ybfd	调养
ybff	调匀
ybfp	跳远
zjtm	噪
ybfy	跳跃
ybgc	调试
ybgg	条数
ybgi	跳绳
ybgk	跳水
ybhs	调酒
ybhb	调教
ybhc	调剂
ybhe	头脑简单
ybhl	调节
ybhm	条件
ybhq	调价
ybhx	跳进
ybi	跳高
ybii	调羹
ybij	调高
ybik	条规
ybir	跳过
zjxs	皂
ybjc	挑刺
ybjd	调仓
ybjj	跳槽
ybjr	挑错
zjjm	藻
zjcc	蚤
ybkz	笤帚
ybkv	跳着
ybka	跳闸
ybkc	调制
ybkf	调准
ybkh	挑战
ybki	调整
ybkj	鸵鸟政策
ybkp	跳转
ze	再
zegy	在
yblw	调配
yblb	跳票
yblc	调皮
zep	仔
yblx	调频
ybma	条码
ybmg	条目
ybmt	挑明
ybn	条例
ybnz	跳楼
ybnb	调料
ybnc	调理
ybnt	条令
ybov	调色
yboc	突尼斯
ybog	调速
yboh	跳伞
ybor	挑唆
zeg	载
zegt	哉
ybpf	天怒人怨
ybqs	调休
ybqc	调戏
ybqg	调序
ybql	调谐
ybqm	跳线
ybqp	挑选
ybqt	条形
ybqx	挑衅
zex	灾
zegm	栽
ybt	跳空
ybth	调侃
ybto	调控
ybtp	条款
zexg	宰
zev	崽
zek	甾
zea	再
ybug	条幅
ybuw	挑费
ybup	头脑发热
zeap	再
zepz	仔
ybxh	跳板
ybxr	挑拨
ybxt	糖尿病
ybyz	跳投
ybyb	条条
ybyc	挑剔
ybye	跳台
ybyr	跳脱
ybyt	调停
zexd	灾
zevq	崽
ycss	踢球
ycsc	提起
ycsg	提取
ycsm	提前
ycsn	体腔
ycsx	提琴
ycw	体温
ycww	体味
ycwe	体外
zeky	甾
ycwr	替我
ycwu	提问
zv	则
zve	泽
yczc	梯子
zvu	责
zvun	择
yczj	提早
yczr	天秤座
zvt	啧
ycab	提案
zvtk	咋
zvc	仄
ycbw	体内
ycbc	替你
zvkp	箦
ycbi	体能
zvte	则
ycc	剔除
ycca	体察
yccd	提倡
yccf	提纯
yccg	提出
ycci	提成
ycck	铁杵成针
yccq	推陈出新
ycdg	鹈鹕
ycdk	体会
ycdp	替换
ycdr	提货
zven	泽
ycez	提兜
ycee	替代
ycef	天差地远
yceg	梯度
yceh	天长地久
ycej	提到
ycek	梯队
zvup	责
ycem	提点
ycet	同仇敌忾
ycex	天差地别
zu	怎
ycfv	体液
ycfc	提议
ycfg	体育
ycfh	体验
ycfj	提要
ycfm	同床异梦
ycfp	体院
zuk	怎
ycgz	提手
ycgc	提示
zukq	怎
ycgi	提升
ycgu	替身
ycgy	逃出生天
zi	增
ychb	提交
ychc	体积
ychd	退出江湖
ychh	同场竞技
ychi	统筹兼顾
ychl	题解
ychm	体检
ychq	提价
yciv	体格
ycid	提纲
ycih	提干
ycij	提高
ycik	同床共枕
ycio	提供
ycip	踢馆
yciq	突出贡献
ycir	提过
zix	曾
ycjc	题词
ycje	题材
zit	赠
ycjj	体操
zioq	综
yck	体制
yckv	提着
yckc	体质
ycke	突出重点
ycki	体征
ycko	体重
ziq	憎
zixw	甑
zih	锃
zixr	曾
yclr	体魄
zitr	赠
ziqr	憎
ycmg	题目
ycmj	体貌
ycmk	铁杵磨成针
zihw	锃
ycmm	体面
zd	藏
ycmt	提名
ycns	提留
ycnv	踢了
ycna	提拉
ycnc	体力
ycne	提出来
ycnm	提炼
ycnn	体谅
zdr	脏
ycog	提速
zdj	葬
zda	臧
zdw	臧
zdt	赃
ycph	天长日久
ycpr	体弱
zdl	奘
ycpu	踢人
zdk	奘
zdjc	藏
zdry	脏
ycqb	体校
ycqc	体系
ycqe	坦诚相待
ycqg	体恤
ycqh	坦诚相见
ycql	提携
ycqm	体现
ycqn	体香
ycqt	提醒
ycqu	痛彻心扉
zdjj	葬
zdwc	臧
zdae	臧
zdty	赃
zdke	奘
zdle	奘
ycte	踢开
yctg	题库
zc	字
yctp	提款
zck	子
zcl	自
ycua	体罚
zckq	紫
zce	资
zcp	仔
ycxa	提拔
zcx	兹
ycxc	提笔
ycxd	蹄膀
zceb	姿
ycxg	替补
ycxj	提包
ycxk	推崇备至
ycyz	剃头
ycya	替他
ycyc	提提
ycyd	倜傥
ycye	体态
ycyf	铁齿铜牙
ycyh	体坛
ycyk	同吃同住
ycyl	体贴
ycym	梯田
ycyo	体统
zcm	梓
zcef	滋
zct	吱
ydwe	挺好玩的
ydwg	堂屋
ydwn	太好玩了
zcmz	籽
zcz	孜
ydze	躺在
zcet	咨
zcb	姊
ydbd	徒呼奈何
zceq	恣
ydbk	头昏脑涨
zckt	訾
ydcc	汤匙
ydcj	唐朝
zcey	淄
zceg	滓
yddn	堂皇
yddr	倘或
zch	锱
ydea	天昏地暗
ydec	堂弟
zcxz	孳
ydee	天寒地冻
ydej	躺倒
zca	鲻
yden	天荒地老
zcd	秭
zcka	子
ydfc	躺椅
ydfd	头昏眼花
ydfe	挺好用的
ydff	桃花运
ydfi	铁画银钩
ydfj	汤药
ydfn	太好用了
ydfo	挺好用
ydfp	汤圆
ydfq	昙花一现
ydfx	唐寅
zclr	自
ydgz	烫手
ydgc	唐诗
ydgd	烫伤
ydgh	唐山
ydgj	汤勺
ydgk	糖水
zcpz	仔
zcxf	兹
zctf	嗞
ydhc	汤剂
ydhl	堂姐
ydhn	糖浆
ydhq	汤加
ydht	糖精
ydhx	钛合金
zczw	孜
zcbl	姊
zcay	鲻
ydib	偷换概念
ydie	醍醐灌顶
ydir	糖果
zcdl	秭
ydjc	搪瓷
ydjg	糖醋
ydkv	躺着
ydkn	唐装
ydlk	通货膨胀
ydlu	汤盆
zce	渍
ydmw	堂妹
ydmm	汤面
zht	咱
zhb	赞
ydnv	太好了
ydnd	螳螂
ydng	土豪劣绅
ydnh	谈婚论嫁
ydnk	天花乱坠
ydnn	桃红柳绿
zhc	暂
ydov	搪塞
ydoi	唐僧
ydoj	堂嫂
ydoo	唐宋
ydox	投怀送抱
zhu	攒
ydps	铁汉柔情
zhk	簪
ydpf	谈何容易
ydpr	倘若
zhw	瓒
ydpu	唐人
zhwr	昝
zhch	錾
zhm	糌
zhbp	赞
ydqo	堂兄
ydqq	躺下
zhcr	暂
zhup	攒
zhkr	簪
zhwp	瓒
zhmr	糌
zr	做
zrp	作
ydua	烫发
zrpy	坐
ydxh	天花板
ydxj	汤包
ydxk	蜕化变质
zrg	左
ydyd	堂堂
ydyg	唐突
ydyk	拖后腿
zri	座
zrpi	佐
ye	推倒
yes	提得起
yess	台球
yesc	抬起
yesg	舔犊情深
yesn	太强
yeso	太穷
yesp	泰拳
yest	太轻
yew	太晚
yeww	太尉
yewd	天打五雷轰
yewf	贪得无厌
yewh	台湾
zrr	昨
yezc	太子
yezd	太脏
yezg	太祖
yezj	太早
yezt	添丁增口
yevp	胎儿
zru	撮
yeac	太矮
zrty	唑
yeb	台南
yebh	太难
yecs	天道酬勤
yecz	太丑
yeca	太差
yecc	太迟
yecd	太长
yecg	抬出
yecj	太吵
yecn	推倒重来
yeds	跳到黄河洗不清
yedw	太黑
yedz	太后
yede	台海
yedg	太湖
yedj	太好
yedt	太坏
yedu	太狠
zrw	琢
yeez	泰斗
yeea	太大
yeec	太低
zrl	祚
yeeg	态度
yeei	台灯
yeeo	台东
yeep	太短
yeer	太多
zrt	嘬
zrm	柞
yefv	太爷
yefc	太医
yefd	太阳
yefj	天妒英才
yefk	挑灯夜战
yefp	太原
yefp	太远
yefx	太阴
zrpw	做
yeg	谈得上
yegz	太瘦
yega	太傻
yegc	台式
yegd	台商
yegh	泰山
yegj	太少
yegn	荼毒生灵
yegu	太深
zrpk	作
yehs	太久
yehb	胎教
yehc	太极
yehf	太君
yehg	抬举
yehl	台阶
yehm	太监
yehn	贪多嚼不烂
yehq	抬价
yehx	太近
zriy	座
yei	抬高
yeid	抬杠
yeij	太高
yeik	太贵
yein	太广
yeio	太公
yeir	泰国
zruf	撮
yejc	台词
yejg	太粗
yejh	太惨
zrwb	琢
zrlk	祚
yekv	抬着
yekd	台账
yeke	太窄
yekg	台柱
yeko	太重
yeld	太胖
yelh	胎盘
yelr	太婆
yelt	太平
zrtf	嘬
yemw	太美
yemd	太忙
yemh	太慢
yemj	胎毛
yemm	台面
zrmk	柞
yenw	太累
yenv	太多了
yenc	台历
yenh	太懒
yeni	太冷
yenj	太老
yenl	天打雷劈
yenn	挑大梁
yenp	太乱
yenq	天地良心
zph	钻
zpt	赚
zpu	攥
yeok	太岁
zpk	纂
yeoy	痛定思痛
yepv	太热
yeph	泰然
yepr	太弱
yeqb	太小
yeqd	天地玄黄
yeqm	苔藓
yeqq	台下
zpo	缵
zpuq	攥
zpkq	纂
zpop	缵
yetf	太困
yetg	太苦
yetn	太狂
yeto	太空
yetp	太宽
yett	太快
zo	总
zox	宗
zoo	纵
yeuh	太烦
yeui	台风
yeuq	偷得浮生半日闲
zom	棕
yexw	台北
yexc	台币
yexg	太不
yexj	台胞
yexu	太笨
zomq	粽
yeyz	抬头
yeye	太太
yeyk	抬腿
zoz	踪
yf	统一
yfsm	徒有其名
yfsx	徒有其表
yfww	臀围
yfwg	退一万步说
yfwh	童言无忌
yfwu	天衣无缝
yfwx	退一万步
yfzc	同音字
yfvc	脱颖而出
zooq	综
zoa	鬃
zomp	枞
yfbi	太阳能
yfcc	吞吃
yfcd	体育场
zop	偬
yfdh	天涯海角
yfdk	头一回
yfdr	囤货
yfeb	吞掉
yfee	天摇地动
yfen	体育锻炼
yffc	投影仪
yffh	吞咽
yffo	挺有意思
zozq	踪
yfgs	同一时期
yfgc	吞噬
yfgh	同一时间
zoaq	鬃
zg	组
yfhw	腾云驾雾
yfhc	囤积
yfhd	土洋结合
yfhf	桃园结义
yfhj	添油加醋
yfht	添衣加裤
yfhx	吞进
yfiv	同一个
yfib	特异功能
yfid	同业公会
yfip	体育馆
yfj	头一次
yfjc	同义词
yfjn	太阳从西边出来
yfkq	统一战线
zgu	族
zgt	足
yfle	糖衣炮弹
yfmf	甜言蜜语
yfmi	田园牧歌
yfmq	头晕目眩
yfmr	吞没
yfn	同意了
yfnv	吞了
yfpn	天涯若比邻
yfq	通用性
yfqw	跳跃性思维
yfqc	太阳系
yfqf	天要下雨
yfqm	徒有虚名
yfqp	天要下雨，娘要嫁人
yfqq	吞下
yfqt	椭圆形
yfqy	太阳穴
zgd	租
zgl	祖
zgv	阻
zgw	卒
zgwg	卒
yfug	吞服
yfui	田园风光
yfx	退一步
yfxd	头也不回
yfxf	天有不测风云
yfxg	臀部
yfxt	吞并
zgf	诅
yfyw	吞云吐雾
yfyg	吞吐
yfym	屯田
zgp	俎
zgo	组
zgos	组
ygsc	突起
ygsn	图强
ygst	特殊情况
ygww	突围
ygwf	天生我材必有用
ygwg	突兀
ygwn	投石问路
zgtp	足
ygwu	图文
zgds	租
ygzc	兔子
ygzd	土葬
ygze	屠宰
ygzg	土族
ygzi	徒增
ygvc	挺身而出
ygvp	徒儿
ygab	图案
ygar	凸凹
zgls	祖
ygcf	兔唇
ygcg	突出
ygch	土产
ygci	屠城
zgvs	阻
zgfs	诅
ygdw	涂黑
ygdv	挺适合
zgps	俎
zk	最
ygdj	土豪
ygdq	图画
ygdr	土货
zkt	嘴
ygez	土豆
ygec	土地
ygec	徒弟
yged	天时地利人和
zko	罪
ygef	土墩
ygeg	荼毒
ygej	屠刀
ygen	天时地利
ygeq	听说读写
yget	秃顶
ygex	天上掉馅饼
zkf	醉
ygfw	天生尤物
ygfa	涂鸦
ygfc	太师椅
ygfd	图样
ygfe	天生一对
ygfg	土语
ygft	秃鹰
zkfg	醉
yggz	徒手
ygga	屠杀
yggc	图示
yggd	图上
yggg	图书
zkr	最
yggu	突审
zkrf	最
yghs	秃鹫
yghs	投鼠忌器
yghc	突击
yghl	图解
yghm	土建
yght	途径
yghy	突厥
ygiv	图个
ygie	涂改
ygio	同生共死
ygip	图书馆
ygir	听说过
zktf	嘴
zkou	罪
ygjv	图册
zw	贼
zwt	贼
ygji	图层
ygji	同室操戈
ygjj	吐槽
ygkc	图纸
ygkd	图章
ygkg	他山之石
ygko	途中
yglc	土坯
yglg	图谱
yglm	图片
yglo	贪生怕死
yglr	突破
zwtg	贼
ygmz	图谋
zfx	尊
ygmg	土木
ygmh	涂满
ygmm	凸面
ygmr	涂抹
zfz	遵
ygnv	吐了
zfm	樽
ygnb	涂料
ygnc	图例
ygng	吐露
ygnh	太上老君
ygnj	徒劳
ygnk	天生丽质
ygno	屠龙
ygov	涂色
ygoc	土司
ygof	徒孙
ygoi	台上三分钟，台下十年功
ygoj	唐诗宋词
ygom	头上三尺有神明
ygpd	土壤
ygpg	突入
ygph	突然
ygq	特殊性
ygqb	提神醒脑
ygqc	突袭
ygqc	铁石心肠
ygqm	凸显
ygqn	图像
ygqt	图形
ygqy	吐血
zfa	鳟
zfxj	尊
zfzj	遵
ygtd	土炕
ygte	唾手可得
ygtg	图库
zfmj	樽
yguw	土匪
ygua	突发
ygug	屠夫
zfaj	鳟
zz	走
ygxb	图标
ygxe	泰山北斗
ygxg	徒步
ygxj	图报
ygxl	土鳖
ygxm	突变
ygxr	吐蕃
ygxx	天上不会掉馅饼
zze	邹
ygyz	秃头
zzev	邹
ygyg	兔兔
ygyh	吐痰
ygyi	图腾
ygyk	土生土长
ygyp	同是天涯沦落人
zzuy	揍
yh	推荐
yhss	投机取巧
yhsc	叹气
yhsp	太极拳
yhst	谈情
yhsx	探亲
zzu	奏
yhww	摊位
yhwd	探望
zvcp	赜
yhwg	贪污
yhwh	贪玩
yhwi	土鸡瓦狗
yhwu	探问
yhz	毯子
yhzz	弹奏
yhzc	摊子
yhzd	贪赃
yhzg	土家族
yhzk	贪嘴
yhzr	瘫坐
zvtp	赜
zvkk	舴
yhvq	退居二线
yhbm	贪念
yhca	探查
yhcc	贪吃
yhcd	弹唱
yhcg	弹出
yhci	坦诚
yhcn	弹窗
zior	罾
yhds	跳进黄河洗不清
yhdv	弹劾
yhdg	袒护
yhdh	讨价还价
yhdj	叹号
yhdn	弹簧
yhdp	瘫痪
yhdq	谈话
yhdr	炭火
zcr	眦
yhec	探底
yhed	坦荡
yhef	天经地义
zcrx	眦
yhej	谈到
yhem	摊点
yheq	同济大学
zrrk	胙
zrvk	岞
yhex	投机倒把
yhey	田间地头
zopq	倧
yhfz	探幽
yhfa	弹压
yhfd	听君一席话
yhfg	贪欲
yhfh	坦言
zar	臜
yhgv	弹射
yhgc	探视
yhgd	摊上
yhgd	偷奸耍滑
zarp	臜
yhgt	坦率
yhgu	探身
yhh	统计局
yhhs	探究
yhhs	囤积居奇
yhhc	谈及
zauq	拶
zjts	唣
yhhf	天将降大任于斯人也
zjw	璪
yhhm	探监
yhhn	团结就是力量
yhhp	推己及人
zjwm	璪
yhiv	探戈
zjkz	簉
yhip	贪官
yhir	谈过
yhjv	探测
yhjc	叹词
zvh	帻
yhje	贪财
yhkv	谈着
yhkc	弹指
yhkd	探长
yhkg	摊主
yhkm	脱缰之马
yhkp	头角峥嵘
yhku	探针
zvhp	帻
yhle	摊牌
yhlh	谈判
yhlq	天将破晓
yhlt	摊平
zvr	昃
yhmc	探秘
zvrp	昃
zvk	笮
yhmg	檀木
yhmi	偷鸡摸狗
yhmt	探明
zvz	迮
yhnw	探雷
yhnc	弹力
yhnf	谈论
yhng	探路
yhnh	贪婪
yhnm	贪恋
yhov	贪色
yhoe	田径赛
yhog	碳素
yhop	碳酸
yhor	探索
zvzk	迮
zuf	谮
yhph	坦然
yhpp	瘫软
zufr	谮
yhqb	摊销
yhqc	叹息
zio	缯
yhqf	探寻
yhqg	投井下石
yhqm	探险
yhqn	檀香
yhqt	弹性
yhqx	贪心
zixv	鄫
zdlf	牂
zdm	驵
yhtz	塔吉克族
yhtv	坦克
yhte	摊开
zdms	驵
zcax	髭
yhty	塔吉克斯坦
zcv	嵫
yhud	探访
yhug	贪腐
yhuh	摊贩
zcvf	嵫
yhuu	碳粉
zcc	辎
yhxw	贪杯
zccy	辎
yhxe	坦白
yhxj	摊薄
yhxm	偷鸡不着蚀把米
yhxn	天机不可泄露
yhxt	探病
zctx	呲
zco	缁
yhyz	探头
yhyv	忐忑
yhya	坍塌
yhyb	弹跳
zcoy	缁
yhyg	贪图
yhyh	谈谈
yhyj	探讨
yhym	谈天
zcy	趑
yhyr	谈妥
yhyt	探听
zcyp	趑
zckx	龇
yisu	痛改前非
yiwn	贪官污吏
yiac	疼爱
yibq	吐故纳新
yibr	腾挪
yicg	腾出
yicj	誊抄
zcj	茈
zcjx	茈
yidf	天高皇帝远
yidn	退耕还林
yidt	天高海阔
yied	天高地厚
yiee	天公地道
yief	天高地远
yiek	天干地支
yifv	涂改液
yifc	藤椅
yifd	韬光养晦
yife	天高云淡
yifh	同归于尽
yifu	天各一方
yifx	铁观音
yify	腾跃
zcn	耔
yihc	铁公鸡
yihn	偷工减料
zcnz	耔
yiit	同甘共苦
zckl	笫
zckf	觜
yikk	铁骨铮铮
yimn	天刚蒙蒙亮
yinv	太贵了
ying	唐古拉山
yinh	谈古论今
yipf	替古人担忧
yipu	天高任鸟飞
yiqc	疼惜
yiqf	腾讯
yiql	誊写
yiqt	提个醒
zczz	孖
zcf	鄑
zchf	镃
zcjk	鼒
zhy	趱
zhyp	趱
yito	腾空
yiuw	腾飞
yiun	太过分了
yiuu	太过分
zhuq	拶
yixc	同工不同酬
zhbv	酂
yixm	藤编
yiyb	藤条
yiyc	同工同酬
yiyi	腾腾
yiyo	疼痛
zrk	笮
zrkk	笮
yjsc	淘气
yjsg	套取
yjsm	掏钱
yjwd	逃亡
yjwg	梼杌
zrq	怍
zrqk	怍
yjzz	逃走
yjzc	桃子
zrf	酢
yjzk	陶醉
zrfk	酢
zrug	捽
zrv	阼
yjbc	逃匿
yjbh	逃难
yjcg	掏出
yjdf	逃婚
yjdj	讨好
yjdk	讨回
yjdm	图财害命
yjdn	逃荒
yjdo	桃红
yjdp	讨还
yjdq	桃花
zpz	躜
zpzp	躜
yjef	逃遁
zod	熜
yjej	逃到
zodq	熜
zoxp	疭
yjex	天材地宝
zor	腙
yjfv	陶冶
yjfc	逃逸
yjfh	讨厌
yjfj	讨要
yjfo	套用
yjfp	桃园
yjgd	套上
yjgg	桃树
yjgi	逃生
yjgk	逃税
yjhb	讨教
yjhm	套间
yjhx	淘金
zorq	腙
zoaw	鬷
yjir	逃过
zgj	菹
yjjc	陶瓷
yjjh	套餐
yjjp	逃窜
zgjs	菹
yjkv	套着
yjke	讨债
yjkg	套住
yjkn	套装
yjlb	逃票
yjlj	逃跑
zgws	珇
yjmc	淘米
zgvg	崒
zkj	蕞
yjmr	掏摸
yjmt	逃命
zkjf	蕞
yjnv	听错了
yjnc	逃离
yjnf	讨论
yjng	套路
yjnj	套牢
yjny	韬略
zkk	觜
yjov	桃色
zkkf	觜
zwa	鲗
yjp	叨扰
yjpf	天从人愿
yjpj	讨饶
yjpu	桃仁
yjqc	淘洗
zwae	鲗
yjqm	套现
yjqx	掏心
yjqy	逃学
zfu	撙
yjtv	逃课
zft	噂
zftj	噂
yjto	掏空
zfv	嶟
zfvj	嶟
yjua	讨伐
zzv	陬
yjuh	逃犯
zzvf	陬
yjxc	逃避
yjxj	淘宝
yjxt	逃兵
yjyj	滔滔
yjyl	饕餮
yjym	滔天
yjyr	逃脱
zzf	诹
zza	鲰
yksb	推敲
yksf	退群
yksg	退去
yksm	退钱
yksy	退却
ykww	推诿
ykwf	天助我也
ykwg	退伍
ykwq	天真无邪
zzaf	鲰
ykzd	退赃
ykzg	退租
zzvv	鄹
zzm	驺
ykba	推拿
zzmv	驺
ykcv	推车
ykcc	推迟
ykcd	退场
ykcg	退出
ykcj	退潮
ykco	推崇
zjgm	𥖨
ykdz	退后
ykdf	退婚
ykdk	退回
ykdp	退换
ykdp	退还
ykdq	退化
ykdr	退货
yke	推导
ykeb	推掉
yked	退党
ykeg	腿肚
ykej	推倒
ykek	天知地知
ykem	天诛地灭
ykeo	推动
ykep	推断
yket	退订
zjqz	慥
ykfc	退役
ykff	逃之夭夭
ykfh	推演
ykfh	弹指一挥间
ziyr	增
ykfx	退隐
ykfy	投之以桃
ykgz	推手
ykgv	推射
ykgc	退市
ykgd	腿上
ykgg	通知书
ykgj	退烧
ykgk	退税
ykgr	推说
ykh	天主教
ykhs	头重脚轻
ykhw	添砖加瓦
ykhz	天之骄子
ykhb	腿脚
ykhc	推挤
ykhf	添枝加叶
ykhg	推举
ykhh	统治阶级
ykhl	推介
ykhm	推荐
ykhx	推进
zigr	矰
ykiv	退格
ykig	退股
ykih	同舟共济
ykin	推广
zhxp	寁
ykjv	推测
ykjc	推辞
ykk	统治者
ykkv	推着
ykkc	退职
ykkh	弹指之间
zgh	镞
yklw	退赔
zkmb	槜
yklb	退票
yklc	蜕皮
ykm	同志们
ykmu	涂脂抹粉
ykn	偷着乐
yknv	退了
yknc	推理
yknf	推论
ykng	退路
yknh	通知栏
yknk	通胀率
yknm	天真烂漫
ykov	褪色
ykod	颓丧
ykoo	推送
ykop	推算
ykor	退缩
ykpd	退让
ykpg	铁证如山
ykph	颓然
ykpk	听之任之
ykpn	同志仍需努力
ykpp	腿软
ykpu	推人
ykqs	退休
ykqb	推销
ykqc	退席
ykql	推卸
ykqn	推向
ykqp	推选
ykqq	退下
ykqt	推行
ykqy	退学
zfhj	𨱔
zfpj	僔
ykte	推开
yktp	退款
zzyp	走
ykuw	颓废
ykud	退房
ykuh	推翻
a	按
ykx	腿部
ykxs	停滞不前
ykxc	退避
ykxe	颓败
ykxg	退步
ykxm	蜕变
ykxt	退兵
ykyd	颓唐
ykyr	推脱
ykyt	退庭
x	吧
yls	踢皮球
ylss	铁球
ylsb	铁锹
ylsc	铁器
ylsl	贴切
ylsm	贴钱
ylsp	铁拳
ylst	铁青
ylwh	铁腕
ylzc	帖子
ylze	贴在
ylcg	贴出
ylck	铁锤
ylcn	铁窗
yldp	铁环
j	此
ylea	铁打
ylee	调皮捣蛋
ylej	铁道
e	打
ylet	铁定
ylfd	太平洋
ylfe	挺便宜的
ylfn	太便宜了
ylga	铁砂
ylgc	铁石
ylgg	铁树
ylgk	贴水
ylgu	贴身
v	嗯
ylhb	铁脚
ylhf	铁军
u	发
ylhm	太平间
ylhn	铁匠
ylhq	铁甲
i	管
ylhx	贴近
ylif	铁棍
ylih	铁杆
ylik	铁轨
ylip	铁管
ylir	铁锅
ylit	铁拐
d	化
h	见
ylkv	贴着
ylkc	贴纸
ylkd	铁掌
ylki	铁证
ylku	脱贫致富
yllc	铁皮
ylmz	叨陪末座
ylmg	铁幕
ylmm	贴面
ylmr	贴膜
ylmu	铁门
ylng	铁路
ylnm	铁链
ylnt	铁岭
yloc	铁丝
ylor	铁索
ylpu	铁人
ylqs	铁锈
ylqc	贴息
ylqm	贴现
ylqn	头破血流
ylqt	突破性
ylqx	贴心
ylqy	铁血
yltz	突破口
yltn	铁矿
t	块
ylug	通配符
ylum	头皮发麻
ylxa	贴吧
ylxc	铁臂
ylxd	铁棒
ylxg	贴补
ylxh	铁板
ylxt	铁饼
ylyz	铁头
ylya	铁塔
ylyc	铁蹄
ylyc	踏破铁鞋无觅处
ylyg	贴图
ylyo	铁桶
ylyu	踏破铁鞋无觅处，得来全不费工夫
n	立
m	嘛
b	哪
ymsb	天桥
s	期
ymsm	天谴
ymsp	填权
p	入
ymst	天晴
ymww	甜味
ymwd	天王
ymwe	天外
ymwo	铁面无私
ymwu	天文
ymzc	天子
ymzd	天葬
ymze	天灾
ymvv	天鹅
ymaa	天啊
o	随
ymba	天哪
ymbk	天女
ymbm	天年
ymcc	天池
ymcd	天长
ymch	田产
ymci	天秤
ymcj	天朝
ymcn	天窗
ymco	填充
ymdw	天黑
ymdv	天河
ymdh	天寒
ymdn	天皇
ymdq	天花
y	它
ymev	他妈的
ymea	天大
ymec	天地
ymeg	添堵
ymeh	填单
ymej	天道
g	十
ymem	甜点
k	之
w	位
q	性
z	子
ymfv	田野
ymfa	天涯
ymfc	天意
ymfp	田园
ymgv	添设
ymgc	天使
ymgd	天上
ymgg	天书
ymgh	天山
ymgi	天生
ymgk	天水
ymgu	天神
xj	宝
ymhs	甜酒
ymhb	天骄
ymhc	天际
ymhl	天劫
ymhm	田间
ymhn	天将
ymhq	添加
ymht	田径
ymhx	天津
xu	笨
ymic	土木工程
ymid	天罡
ymih	天干
ymii	田埂
ymij	天高
ymin	天光
ymio	天宫
ymiq	甜瓜
ymir	天国
ymjc	天赐
ymje	天才
xi	甭
ymkb	天命之年
