;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxyz
Length=32
Pinyin=@
PinyinLength=32
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
a	安
vjkt	出口
vjkt	吃尽苦头
vjktusrz	出口伤人
vjktviis	出口成章
vjkx	除开
vjlc	初恋
vjle	除了
vjlektqn	出了口气
vjlemlde	出了名的
vjleynktqn	出了一口气
vjlf	初略
vjlg	芻
vjlg	储量
vjli	掣襟露肘
vjlj	出路
vjlj	长颈鹿
vjljfims	初露锋芒
vjln	鶵
vjln	处理
vjlnfznj	出离愤怒
vjlnpm	处理品
vjlnqn	处理器
vjlpbyck	出类拔萃
vjlppstq	触类旁通
vjlq	雛
vjlq	出笼
vjlu	出落
vjlx	出来
vjlxiyda	初来乍到
vjly	成家立业
vjmablle	出毛病了
vjmc	出面
vjmj	触目
vjmjjlxm	触目惊心
vjmk	䜴
vjml	出名
vjmn	豖
vjmpwjvs	出没无常
vjmthwce	出谋划策
vjmtxcce	出谋献策
vjmu	触摸
vjmupl	触摸屏
vjmuun	触摸式
vjmx	出卖
vjmy	出马
vjmz	出门
vjmzzxwx	出门在外
vjnc	初年
vjne	㛀
vjng	㜗
vjng	媰
vjng	犓
vjnj	触怒
vjnk	处女
vjnkmu	处女膜
vjnkzu	处女作
vjnkzu	处女座
vjno	处男
vjny	出纳
vjoc	廚
vjpa	篨
vjpf	齭
vjpi	触碰
vjpj	出
vjpj	貙
vjpj	齣
vjpl	触屏
vjpl	船坚炮利
vjpm	出品
vjps	䝙
vjpx	齼
vjpx	出牌
vjqa	摢
vjqb	出糗
vjqb	初秋
vjqc	出钱
vjqf	除却
vjqfwjuobjunyd	除却巫山不是云
vjqgfjru	锄强扶弱
vjqh	除权
vjqj	摴
vjqj	出去
vjqjle	出去了
vjqjwo	出去玩
vjqjynts	出去一趟
vjqjynxw	出去一下
vjqjztzt	出去走走
vjqm	出勤
vjqn	初期
vjqnbjyn	出其不意
vjqninui	出奇制胜
vjqntq	出气筒
vjqr	出鞘
vjqw	搐
vjrj	出入
vjrt	臅
vjrx	出将入相
vjrz	出任
vjrzttdn	出人头地
vjrzynbr	出人意表
vjrzynlr	出人意料
vjrzynwx	出人意外
vjse	㤘
vjse	出色
vjsh	成吉思汗
vjsn	处死
vjso	初三
vjst	㤕
vjsu	处所
vjsv	怵
vjsw	慉
vjsx	憷
vjsx	初赛
vjta	蜍
vjta	出逃
vjtb	㔘
vjtc	厨
vjtc	㕑
vjtc	蟵
vjte	䢺
vjtj	出土
vjtl	出庭
vjtn	出题
vjto	初探
vjtq	触痛
vjtr	重见天日
vjtt	出头
vjtt	长镜头
vjttinrn	出头之日
vjttljmc	出头露面
vjttnr	出头鸟
vjtu	创巨痛深
vjtv	㕏
vjtx	欪
vjtx	出台
vjub	助
vjugrjdk	出双入对
vjui	㹼
vjui	出生
vjui	畜生
vjuinbdj	初生牛犊
vjuinbdjbjpyhj	初生牛犊不怕虎
vjuirjsn	出生入死
vjuk	出水
vjukfjrq	出水芙蓉
vjun	厨师
vjunbjjl	处事不惊
vjunhw	初始化
vjunigtx	初始状态
vjunwpjv	出师未捷
vjuo	出山
vjuq	触景生情
vjut	出售
vjutbjfo	出手不凡
vjutkejn	触手可及
vjuz	出身
vjuzrjhw	出神入化
vjvd	初春
vjvg	橱窗
vjvi	出城
vjvj	处处
vjvjdqrz	楚楚动人
vjvjkelc	楚楚可怜
vjvjmalj	初出茅庐
vjvjpibn	处处碰壁
vjvk	敊
vjvo	出产
vjvo	畜产
vjvq	除虫
vjvs	出场
vjvs	处长
vjvt	础
vjvt	出丑
vjvu	矗
vjvu	豠
vjvx	礎
vjvx	初见成效
vjvy	出差
vjvz	除尘
vjwj	储物
vjwjgk	储物柜
vjwjjc	储物间
vjwjxg	储物箱
vjwk	埱
vjwn	㙇
vjwp	趎
vjws	触网
vjww	朝九晚五
vjwx	除外
vjwz	初吻
vjwztn	出问题
vjxc	出现
vjxcgu	出现过
vjxcle	出现了
vjxd	出巡
vjxf	初学
vjxfie	初学者
vjxj	㘜
vjxj	储蓄
vjxjsu	储蓄所
vjxk	俶
vjxl	雏形
vjxm	初心
vjxmjnlk	处心积虑
vjxn	出席
vjxr	储
vjxr	儲
vjxt	㑁
vjxw	傗
vjxw	初夏
vjxx	儊
vjye	鄐
vjye	初夜
vjyf	処
vjyh	出院
vjyj	出于
vjyj	处于
vjyjnnehbjro	出淤泥而不染
vjyk	諔
vjyl	处
vjyn	初一
vjynynhkunwjynhk	初一一回十五一回
vjyo	出演
vjyobjxd	出言不逊
vjyowjig	出言无状
vjyt	出游
vjyw	畜
vjyx	珿
vjyx	璴
vjyx	除旧迎新
vjzc	蹰
vjzc	躕
vjzj	出租
vjzjve	出租车
vjzn	出自
vjzr	躇
vjzr	䠧
vjzt	出走
vjzv	䟞
vjzv	䟣
vjzx	处在
vk	吹
vk	垂
vk	锤
vk	炊
vk	捶
vk	槌
vk	陲
vk	棰
vk	倕
vk	圌
vk	椎
vk	箠
vk	腄
vk	鎚
vk	顀
vk	菙
vk	㓃
vk	㝽
vk	㥨
vk	㩾
vk	䄲
vk	䍋
vk	䕓
vk	䞼
vk	䳠
vk	埀
vk	惙
vk	搥
vk	桘
vk	硾
vk	錘
vk	龡
vk	䶴
vkac	䶴
vkan	䄲
vkan	垂爱
vkax	炊
vkbo	触控板
vkbp	捶背
vkcs	䕓
vkct	菙
vkdetchwlhik	吹得天花乱坠
vkdh	插科打诨
vkdi	吹灯
vkdodepu	吹弹得破
vkdokepu	吹弹可破
vkdq	吹动
vkdr	垂钓
vkdy	捶打
vket	陲
vkev	冲口而出
vkfi	吹风
vkfj	吹拂
vkft	锤
vkft	錘
vkfz	鎚
vkgm	垂
vkgm	埀
vkgo	吹干
vkgu	吹过
vkhjzndiyo	吹胡子瞪眼
vkhkinln	吹灰之力
vkie	吹着
vkij	桘
vkin	垂直
vkiq	椎
vkit	棰
vkitynvnvduk	吹皱一池春水
vkiz	槌
vkje	圌
vkjj	炊具
vkjm	吹进
vkjm	吹糠见米
vkjx	吹
vkksjcmn	吹糠见米
vkkv	㝽
vkkx	吹开
vklb	垂柳
vklc	锤炼
vklctlii	垂帘听政
vkle	吹了
vklp	垂泪
vklu	㓃
vklx	吹来
vklydovs	吹拉弹唱
vkmaqbcn	吹毛求疵
vkmj	垂暮
vkmv	吹灭
vknb	吹牛
vknbbjdycaga	吹牛不打草稿
vknbpn	吹牛皮
vknl	吃苦耐劳
vkns	㥨
vkpi	吹捧
vkpt	箠
vkpu	吹破
vkql	垂青
vkqn	吹气
vkqn	喘口气
vkqt	捶
vkqt	䍋
vkqz	搥
vkrt	腄
vksk	惙
vksn	垂死
vksniiiy	垂死挣扎
vktk	㩾
vktk	捶腿
vktn	䳠
vktn	垂体
vktt	吹头
vkttssqn	垂头丧气
vktv	创可贴
vkur	出口伤人
vkut	垂首
vkvi	出口成章
vkvklayn	垂垂老矣
vkvt	硾
vkwp	垂危
vkwp	重口味
vkwv	䞼
vkxc	垂涎
vkxcsovn	垂涎三尺
vkxcyjdn	垂涎欲滴
vkxcynjb	垂涎已久
vkxd	垂询
vkxf	敞开心扉
vkxj	吹嘘
vkxl	顀
vkxqddzj	捶胸顿足
vkxr	吹箫
vkxt	倕
vkxw	垂下
vkxx	龡
vkyc	吃糠咽菜
vkyo	炊烟
vkzn	锤子
vkzq	吃亏在眼前
vkzt	吹奏
vl	揣
vl	踹
vl	搋
vl	啜
vl	嘬
vl	䦟
vl	膗
vl	膪
vl	㪓
vl	㪜
vl	㱀
vl	䦤
vl	䦷
vl	䴝
vl	欼
vlbc	出类拔萃
vlbd	吃了豹子胆
vlbh	吃力不讨好
vlbk	䴝
vlbq	查漏补缺
vlbu	吃粮不管事
vlbw	吃里扒外
vlbx	川流不息
vlce	揣测
vldd	豺狼当道
vldi	重峦叠嶂
vldj	揣度
vldk	吃了大亏
vldv	吹拉弹唱
vlek	㪜
vlfm	初露锋芒
vlfn	出离愤怒
vlfp	差旅费
vlgf	吃了个饭
vlgy	重力感应
vlhb	豺狼虎豹
vlid	初来乍到
vliemlbxighjtj	揣着明白装糊涂
vlik	䦤
vlio	车轮战
vliw	䦟
vliw	䦷
vljk	啜
vljk	嘬
vlkq	出了口气
vlkx	欼
vlkx	乘龙快婿
vllu	赤裸裸
vllx	㱀
vlmd	出了名的
vlmg	朝令暮改
vlmu	揣摩
vlpm	处理品
vlpt	触类旁通
vlqe	揣
vlqf	搋
vlqj	春兰秋菊
vlqn	处理器
vlqz	吃了枪子
vlrj	膪
vlrq	膗
vlti	垂帘听政
vluk	㪓
vlvs	尝了尝
vlvy	查了查
vlxd	吃了熊心豹子胆
vlxg	朝令夕改
vlyj	吵了一架
vlyq	出了一口气
vlze	踹
vmbi	愁眉不展
vmbl	出毛病了
vmbs	长命百岁
vmby	沉默不语
vmda	崇明岛
vmfc	缠绵悱恻
vmgn	革命尚未成功，同志仍需努力
vmgy	沉默寡言
vmhc	出谋划策
vmie	充满着
vmii	臭名昭著
vmin	迟暮之年
vmiu	盛名之下无虚士
vmiw	驰名中外
vmix	查明真相
vmix	盛名之下
vmjj	窗明几净
vmjs	沉湎酒色
vmju	瞠目结舌
vmjx	触目惊心
vmkl	愁眉苦脸
vmld	车马劳顿
vmlx	程门立雪
vmly	愁眉泪眼
vmml	重命名
vmpl	触摸屏
vmqc	吹毛求疵
vmru	臣门如市
vmuh	城门失火
vmuj	沉默是金
vmun	触摸式
vmwh	春梦无痕
vmwl	魑魅魍魉
vmwv	出没无常
vmxc	出谋献策
vmyj	沉迷于
vmyv	柴米油盐酱醋茶
vmyy	柴米油盐
vmyy	臭名远扬
vmzw	出门在外
vn	持
vn	吃
vn	迟
vn	尺
vn	赤
vn	池
vn	齿
vn	斥
vn	翅
vn	驰
vn	耻
vn	痴
vn	侈
vn	叱
vn	嗤
vn	炽
vn	弛
vn	敕
vn	哧
vn	饬
vn	啻
vn	蚩
vn	笞
vn	魑
vn	媸
vn	瘛
vn	螭
vn	鸱
vn	篪
vn	褫
vn	墀
vn	豉
vn	傺
vn	茌
vn	眵
vn	彳
vn	摛
vn	漦
vn	匙
vn	踟
vn	瓻
vn	痓
vn	胣
vn	柢
vn	眙
vn	坻
vn	遲
vn	齒
vn	粚
vn	趩
vn	飭
vn	胵
vn	絺
vn	鶒
vn	鶗
vn	馳
vn	鴟
vn	菭
vn	鵄
vn	邌
vn	竾
vn	筂
vn	鷘
vn	㑜
vn	㒆
vn	㓼
vn	㓾
vn	㔑
vn	㔭
vn	㘜
vn	㙜
vn	㞴
vn	㞿
vn	㟂
vn	㡿
vn	㢁
vn	㢋
vn	㢮
vn	㥉
vn	㮛
vn	㱀
vn	㳏
vn	㶴
vn	㺈
vn	㽚
vn	䇪
vn	䇼
vn	䈕
vn	䊼
vn	䐤
vn	䑛
vn	䔟
vn	䙙
vn	䛂
vn	䜄
vn	䜵
vn	䜻
vn	䞾
vn	䟷
vn	䠠
vn	䤲
vn	䧝
vn	䪧
vn	䮈
vn	䮻
vn	䰡
vn	䰩
vn	䳵
vn	䶔
vn	䶵
vn	伬
vn	佁
vn	侙
vn	俿
vn	勅
vn	勑
vn	卶
vn	叺
vn	呎
vn	喫
vn	噄
vn	噭
vn	垑
vn	奓
vn	妛
vn	彨
vn	彲
vn	徲
vn	恜
vn	恥
vn	慗
vn	慸
vn	憏
vn	懘
vn	扡
vn	抶
vn	拸
vn	捇
vn	攡
vn	杘
vn	柅
vn	樆
vn	欼
vn	歭
vn	歯
vn	殦
vn	沶
vn	湁
vn	灻
vn	烾
vn	熾
vn	狋
vn	痸
vn	瘈
vn	癡
vn	瞝
vn	箈
vn	箎
vn	翄
vn	翤
vn	翨
vn	耛
vn	肔
vn	腟
vn	荎
vn	蚇
vn	蚳
vn	袲
vn	袳
vn	裭
vn	訵
vn	誃
vn	誺
vn	謘
vn	貾
vn	赿
vn	跢
vn	迡
vn	遅
vn	遟
vn	遫
vn	鉓
vn	鉹
vn	銐
vn	鍉
vn	雴
vn	鶙
vn	麶
vn	黐
vn	齝
vn	䬜
vn	㰞
vn	䄜
vn	䟀
vn	䲭
vnad	黐
vnal	炽
vnar	熾
vnas	㶴
vnaw	烾
vnba	吃饱
vnbahezj	吃饱喝足
vnbale	吃饱了
vnbalevide	吃饱了撑的
vnbaleviie	吃饱了撑着
vnbb	㽚
vnbb	勑
vnbd	麶
vnbg	彨
vnbg	吹牛不打草稿
vnbj	耛
vnbjbavhbjnh	吃不饱穿不暖
vnbjdapjtauupjtash	吃不到葡萄说葡萄酸
vnbjgh	吃不惯
vnbjkx	吃不开
vnbjledtiezt	吃不了兜着走
vnbjvn	吃不吃
vnbjxr	吃不消
vnbjxw	吃不下
vnbjxwfo	吃不下饭
vnbjxwqj	吃不下去
vnbk	䪧
vnbn	䳵
vnbn	传男不传女
vnbn	赤壁
vnbnmzgi	吃闭门羹
vnbo	䰩
vnbs	翅膀
vnbu	赤膊
vnbuusiz	赤膊上阵
vnby	吃吧
vnca	吃草
vncd	㔑
vncd	尺寸
vncj	菭
vncj	吃醋
vncs	䔟
vncs	持仓
vncuya	吃错药
vncuyale	吃错药了
vncv	茌
vncw	荎
vncx	吃菜
vnda	迟到
vndajnnpyy	赤道几内亚
vndazatk	迟到早退
vndc	吃点
vndd	迟钝
vndekx	吃得开
vndexr	吃得消
vndf	銐
vndj	湁
vndj	吃奶的劲
vndj	尺度
vndk	池
vndl	吃定
vndn	鸱
vndn	鴟
vndn	殦
vndoiqxm	赤胆忠心
vndr	吃掉
vnds	奓
vnds	懘
vnds	沶
vndu	褫夺
vndule	吃多了
vndv	㳏
vndx	痴呆
vnei	㟂
vnep	耻
vnes	恥
vnet	䧝
vnev	㞴
vnex	㰞
vnfd	䤲
vnfd	䬜
vnff	鉓
vnfo	吃饭
vnfole	吃饭了
vnfoqj	吃饭去
vnfoqjle	吃饭去了
vnfs	鉹
vnfx	鍉
vngd	斥
vngd	䄜
vngf	褫
vngf	裭
vngg	吃光
vngj	持股
vngn	䙙
vngs	袳
vngu	吃过
vngx	彳
vnha	吃好
vnhd	吃荤
vnhe	吃喝
vnhelysy	吃喝拉撒
vnheprdj	吃喝嫖赌
vnhewole	吃喝玩乐
vnhh	迟缓
vnhk	春暖花开
vnhq	赤红
vnhu	吃货
vnic	䮻
vnid	柢
vnid	㓼
vnid	樆
vnid	吃准
vnie	吃着
vnij	吃住
vnik	驰
vnik	粚
vnik	馳
vnil	柅
vnin	迟滞
vninynbn	嗤之以鼻
vninynhi	持之以恒
vniqinwj	池中之物
vnis	䮈
vnix	㮛
vnix	吃斋
vnixncfu	吃斋念佛
vniy	叱咤
vniyfiyd	叱咤风云
vnjb	持久
vnjbio	持久战
vnjd	哧
vnjd	喫
vnji	陈年旧账
vnjl	叱
vnjl	吃惊
vnjm	吃紧
vnjmkjtt	吃尽苦头
vnjr	赤脚
vnjs	噄
vnjs	翤
vnjt	嗤
vnjt	呎
vnju	吃
vnju	陈年旧事
vnjw	持家
vnjx	叺
vnjy	噭
vnkb	雴
vnkj	絺
vnkj	吃苦
vnkjnxla	吃苦耐劳
vnkk	吃亏
vnkkzxyoqc	吃亏在眼前
vnkp	䊼
vnksyocx	吃糠咽菜
vnkx	欼
vnky	持卡
vnld	痸
vnld	瘈
vnld	齿轮
vnle	吃腻了
vnle	迟了
vnle	吃了
vnlebazndo	吃了豹子胆
vnledykk	吃了大亏
vnlegefo	吃了个饭
vnleqgzn	吃了枪子
vnlexqxmbazndo	吃了熊心豹子胆
vnlgbjghun	吃粮不管事
vnli	齿冷
vnlj	痴
vnlj	陈年老酒
vnln	超能力
vnln	吃力
vnlnbjtaha	吃力不讨好
vnlnbywx	吃里扒外
vnls	瘛
vnlu	赤裸
vnlulu	赤裸裸
vnlw	痓
vnlx	㔭
vnlx	㱀
vnlx	癡
vnlx	迟来
vnly	长年累月
vnmg	彲
vnmj	迟暮
vnmjinnc	迟暮之年
vnmk	豉
vnmk	䜵
vnml	驰名
vnmliqwx	驰名中外
vnmn	鵄
vnmn	痴迷
vnmpwslg	魑魅魍魉
vnms	慸
vnmu	处女膜
vnmx	䜻
vnmx	䠠
vnmy	尺码
vnnnle	吃腻了
vnnoyhnk	痴男怨女
vnnt	媸
vnnx	吃奶
vnnxdejm	吃奶的劲
vnod	魑
vnog	㡿
vnok	弛
vnok	㢮
vnos	㢁
vnos	㢋
vnov	䰡
vnpc	歭
vnpf	篪
vnpf	箎
vnpj	齿
vnpj	笞
vnpj	齒
vnpj	歯
vnpj	箈
vnpj	齝
vnpk	竾
vnpk	筂
vnpk	䶔
vnpl	䇼
vnpl	持平
vnpn	妛
vnpn	吹牛皮
vnps	㞿
vnpt	蚩
vnpw	䇪
vnpx	䈕
vnqc	持
vnqd	摛
vnqd	捇
vnqg	持枪
vnqk	扡
vnql	痴情
vnqn	重男轻女
vnqq	攡
vnqs	拸
vnqv	抶
vnrd	瞝
vnrd	貾
vnre	炽热
vnrhbjvnyl	吃软不吃硬
vnrhfo	吃软饭
vnrj	眙
vnrj	耻辱
vnrk	胣
vnrk	肔
vnrl	匙
vnrn	鶗
vnro	䐤
vnrs	眵
vnrt	吃肉
vnrw	胵
vnrw	腟
vnrz	成年人
vnrz	吃人
vnrzbjtjgjtt	吃人不吐骨头
vnrzjwdezkdh	吃人家的嘴短
vnrzuumi	痴人说梦
vnse	卶
vnsj	㥉
vnsj	吃素
vnsk	翄
vnso	恜
vnss	憏
vnsx	翨
vnsy	瓻
vntd	螭
vntd	蚳
vntn	徲
vntrtr	赤条条
vntrtrlxqjwjqcgw	赤条条来去无牵挂
vnts	池塘
vntt	蚇
vntt	吃透
vnud	䑛
vnun	吃屎
vnus	狋
vnut	㺈
vnut	赤手
vnutkqqh	赤手空拳
vnuz	赤身
vnuzlutn	赤身裸体
vnvb	饬
vnvb	勅
vnvd	㓾
vnvh	吃穿
vnvhijhs	吃穿住行
vnvi	杘
vnvi	驰骋
vnvihglkqllozn	赤橙黄绿青蓝紫
vnvijgvs	驰骋疆场
vnvn	尺
vnvn	鶒
vnvn	鷘
vnvn	䲭
vnvn	迟迟
vnvnhehe	吃吃喝喝
vnvq	持重
vnvs	翅
vnvs	慗
vnvy	敕
vnvy	吃茶
vnwa	灻
vnwd	赤
vnwd	坻
vnwf	䞾
vnwj	迟误
vnwl	趩
vnwn	墀
vnwo	䟀
vnwo	吃完
vnwofo	吃完饭
vnwole	吃完了
vnws	垑
vnwv	赿
vnxb	飭
vnxcfo	吃闲饭
vnxcvifo	吃现成饭
vnxf	㑜
vnxf	䶵
vnxf	俿
vnxg	吃香
vnxgdehelyde	吃香的喝辣的
vnxghely	吃香喝辣
vnxgnoko	吃相难看
vnxj	㘜
vnxj	佁
vnxj	持续
vnxjxl	持续性
vnxm	痴心
vnxmwsxg	痴心妄想
vnxo	侙
vnxr	耻笑
vnxs	侈
vnxs	傺
vnxs	㒆
vnxt	伬
vnxv	吃些
vnya	吃药
vnyb	誺
vnyh	訵
vnyh	驰援
vnyj	啻
vnyk	袲
vnyn	䜄
vnyn	鶙
vnyn	痴男怨女
vnyn	迟疑
vnynbjjf	迟疑不决
vnyo	迟延
vnys	誃
vnyt	持有
vnytsudh	尺有所短
vnyv	漦
vnyv	䛂
vnyv	謘
vnyw	㙜
vnyybykk	吃哑巴亏
vnza	迟早
vnzadeun	迟早的事
vnze	斥责
vnzf	䟷
vnzj	踟
vnzj	赤足
vnzk	遅
vnzl	迡
vnzn	遲
vnzn	尺子
vnzn	赤字
vnzninxm	赤子之心
vnzs	跢
vnzt	迟
vnzu	处女作
vnzu	处女座
vnzv	邌
vnzv	遟
vnzw	常年在外
vnzy	遫
vo	产
vo	颤
vo	缠
vo	禅
vo	阐
vo	蝉
vo	铲
vo	忏
vo	掺
vo	搀
vo	馋
vo	蟾
vo	婵
vo	潺
vo	谄
vo	谗
vo	孱
vo	廛
vo	澶
vo	羼
vo	觇
vo	镡
vo	躔
vo	蒇
vo	镵
vo	韂
vo	刬
vo	啴
vo	巉
vo	旵
vo	梴
vo	浐
vo	瀍
vo	襜
vo	辿
vo	骣
vo	单
vo	冁
vo	儳
vo	崭
vo	蟬
vo	酁
vo	顫
vo	繟
vo	鋋
vo	鑱
vo	纒
vo	禪
vo	諂
vo	硟
vo	纏
vo	鄽
vo	鏟
vo	閳
vo	闡
vo	㙴
vo	㙻
vo	㚲
vo	㢆
vo	㢟
vo	㦃
vo	㬄
vo	㯆
vo	㵌
vo	㶣
vo	㸥
vo	㹌
vo	㹽
vo	㺥
vo	䀡
vo	䂁
vo	䊲
vo	䐮
vo	䑎
vo	䜛
vo	䠨
vo	䡪
vo	䡲
vo	䣑
vo	䤘
vo	䤫
vo	䥀
vo	䧯
vo	䩶
vo	䪜
vo	䱿
vo	䳻
vo	䴺
vo	䴼
vo	䵐
vo	丳
vo	僝
vo	儃
vo	剗
vo	剷
vo	劖
vo	單
vo	嘽
vo	嚵
vo	囅
vo	壥
vo	嬋
vo	嵼
vo	嶃
vo	嶄
vo	幝
vo	幨
vo	懴
vo	懺
vo	摌
vo	摲
vo	摻
vo	攙
vo	斺
vo	棎
vo	欃
vo	毚
vo	湹
vo	滻
vo	潹
vo	瀺
vo	灛
vo	煘
vo	燀
vo	獑
vo	產
vo	産
vo	磛
vo	簅
vo	緂
vo	緾
vo	繵
vo	艬
vo	苂
vo	蕆
vo	螹
vo	蟐
vo	裧
vo	覘
vo	誗
vo	譂
vo	讇
vo	讒
vo	醦
vo	鋓
vo	饞
vo	㕓
vo	䄡
vo	䦓
voab	燀
voaj	煘
vobb	丳
vobe	觇
vobe	覘
vobg	产
vobj	䴺
vobo	䴼
voca	苂
vocb	䵐
vocl	蕆
vocx	蒇
vodb	湹
vodb	灛
vodd	劖
vodd	毚
vodd	瀺
vode	酁
vodi	潹
vodm	澶
vodn	产地
vodq	颤动
vodr	㵌
vodt	浐
vodt	颤抖
vodv	滻
vodw	瀍
vodz	潺
voed	巉
voed	䧯
voef	崭
voef	嶃
voef	嶄
voev	嵼
vofb	幝
vofd	镵
vofd	刬
vofd	鑱
vofd	鋓
vofj	幨
vofj	搀扶
vofs	产房
voft	铲
vofv	镡
vofv	鏟
vofy	阐发
vofz	鋋
voga	裧
vogb	禅
vogb	禪
vogd	㸥
vogj	襜
vogj	䄡
vogk	馋鬼
vohb	缠
vohe	掺和
vohk	忏悔
voht	产后
voib	阐
voib	闡
void	欃
voie	缠着
voii	棎
voij	䦓
voin	产值
vois	禅杖
voit	閳
voiv	㯆
voiz	梴
voiz	骣
vojb	啴
vojb	單
vojb	嘽
vojd	嚵
vojh	婵娟
vojn	囅
vojn	禅机
vojv	缠结
vojw	产假
voka	緂
vokb	繟
vokb	緾
vokd	谗
voke	产科
vokf	谄
vokf	䤘
vokg	醦
vokm	繵
vokw	纒
vokw	纏
volb	单
volc	蝉联
volg	产量
volh	产卵
voln	冁
voma	馋猫
vomc	缠绵
vomcfpce	缠绵悱恻
vomf	䱿
voml	阐明
vomp	谄媚
vonb	婵
vonb	䵐
vonb	嬋
voni	产能
vonj	㚲
vonv	㹌
vooa	㶣
voob	㢆
vood	剗
vooe	鄽
vooj	韂
voot	䩶
voow	廛
vopd	艬
vopj	䪜
vopl	铲平
vopm	产品
vopv	簅
voqb	斺
voqc	产前
voqd	搀
voqd	攙
voqf	摲
voqg	掺
voqg	摻
voqh	产权
voqj	产区
voqn	产期
voqv	摌
vora	缠绕
vord	㬄
vord	䂁
vore	旵
vorf	䑎
vorj	䀡
vors	禅让
voru	孱弱
vorv	䐮
vosf	懴
vosf	懺
vosu	忏
vosv	㦃
vosv	䊲
votb	蝉
votb	蟬
votb	䡲
vote	䣑
votf	螹
votf	蟐
votj	蟾
votk	蝉蜕
votn	䳻
vots	䡪
votv	産
votv	磛
votw	㕓
voud	㺥
vouf	獑
voui	产生
vouj	阐述
vouk	掺水
voun	阐释
vouo	㹽
vouz	缠身
vovd	馋
vovj	产出
vovj	蟾蜍
vovk	羼
vovo	潺潺
vovomcmc	缠缠绵绵
vovowpwp	颤颤巍巍
vovz	孱
vovz	硟
vowj	㙴
vowj	产物
vowpwp	颤巍巍
voww	㙻
voww	壥
voxd	儳
voxd	饞
voxm	儃
voxp	䤫
voxr	产销
voxt	䥀
voxz	僝
voyb	譂
voyd	剷
voyd	誗
voyd	讒
voye	产业
voyegeml	产业革命
voyf	諂
voyf	讇
voyj	产于
voyl	顫
voym	颤音
voyo	谗言
voyp	䜛
voyt	产
voyv	產
voyx	颤
voze	辿
vozj	䠨
vozj	缠足
vozk	馋嘴
vozn	产自
vozp	㢟
vozw	躔
vozy	掺杂
vpdl	长篇大论
vpld	长篇累牍
vpxu	长篇小说
vq	重
vq	充
vq	冲
vq	虫
vq	崇
vq	宠
vq	忡
vq	憧
vq	舂
vq	铳
vq	艟
vq	翀
vq	茺
vq	摏
vq	漴
vq	珫
vq	种
vq	涌
vq	㳘
vq	蟲
vq	衝
vq	蹖
vq	㓼
vq	㓽
vq	㧤
vq	㹐
vq	䌬
vq	䖝
vq	䡴
vq	䳯
vq	嘃
vq	埫
vq	寵
vq	崈
vq	徸
vq	憃
vq	揰
vq	沖
vq	浺
vq	爞
vq	痋
vq	緟
vq	罿
vq	蝩
vq	褈
vq	銃
vq	隀
vq	㤝
vq	㫪
vq	㳞
vq	䂌
vq	䆔
vq	䘪
vq	䝑
vq	䣳
vqan	宠爱
vqap	种
vqat	爞
vqbb	乘其不备
vqbf	春秋笔法
vqbh	惩前毖后
vqbl	重病
vqbs	重磅
vqbu	重播
vqbx	崇拜
vqby	出其不意
vqca	虫草
vqcajbye	重操旧业
vqce	茺
vqcn	冲刺
vqcs	重仓
vqdafjie	重蹈覆辙
vqdc	充电
vqdc	重点
vqdcdyxf	重点大学
vqdcqn	充电器
vqde	㳘
vqdk	涌
vqdn	重启电脑
vqdo	冲淡
vqdo	重担
vqdp	冲
vqdp	沖
vqdp	浺
vqdp	㳞
vqdq	冲动
vqdr	冲掉
vqds	漴
vqds	充当
vqdv	春秋鼎盛
vqdv	重叠
vqdy	重打
vqdy	重大
vqdyjmio	重大进展
vqdysdun	重大损失
vqdytjpu	重大突破
vqdyunjc	重大事件
vqdywztn	重大问题
vqdyylxg	重大影响
vqdyzuyq	重大作用
vqed	㓽
vqeh	宠儿
vqehbjwz	充耳不闻
vqep	隀
vqes	崇
vqfe	铳
vqfe	銃
vqfi	重逢
vqfixciz	冲锋陷阵
vqfj	重复
vqfo	重返
vqfr	锄强扶弱
vqfz	充分
vqfzuuml	充分说明
vqga	冲高
vqga	崇高
vqge	䘪
vqgkyjha	重归于好
vqgm	重
vqgp	褈
vqgq	充公
vqgt	䖝
vqgt	重构
vqgu	冲过
vqhb	罿
vqhb	䂌
vqhd	重婚
vqhdttna	冲昏头脑
vqhe	重合
vqhk	重回
vqhl	宠坏
vqhu	重获
vqhu	重活
vqhx	虫害
vqid	㓼
vqie	冲着
vqig	春秋战国
vqig	重装
vqigxntq	重装系统
vqii	重整
vqiiqngj	重整旗鼓
vqin	充值
vqiqinvq	重中之重
vqir	长驱直入
vqiu	出奇制胜
vqiz	重振
vqjb	嘃
vqjc	重建
vqjctcrn	重见天日
vqjd	成群结队
vqjd	充军
vqjj	重聚
vqjl	崇敬
vqjl	憧憬
vqjm	冲进
vqjm	重金
vqjn	冲击
vqkd	盛情款待
vqkj	䣳
vqkp	䌬
vqkp	緟
vqktehvj	冲口而出
vqktwp	重口味
vqkw	冲垮
vqlb	宠
vqld	陈腔滥调
vqle	崈
vqle	出去了
vqlg	充其量
vqlg	冲凉
vqlg	重量
vqlh	虫卵
